Kd_Kel.,Kd_Barang,Keterangan,Ukuran,minimum,Satuan,Ekuivalen,Qty,Harga_Jual
K006,TW021,Thinwall Bowl 500 ml @ 500 set / Dus,,1,Dus,20 pack,500 Set,430
K006,TW022,Thinwall bowl 750 ml @ 300 pcs / Dus,,1,Dus,12 pack,300 Set,"472442"
K006,TW024,Thinwall Bowl 1.000 ml @ 300 set / Dus,,1,Dus,12 pack,300 Set,486.67
K006,TW025,Thinwall Bowl 1.500 ml @ 300 set / Dus,,1,Dus,,300 Set,"653544"
K006,TW026,Thinwall ROU Bowl 1.000 ml @ 300 Pcs / Dus ( DM ),,1,Dus,12 pack,300 Set,587.5
K006,TW027,Thinwall ROU 650 ml @ 300 Pcs / Dus ( DM ),,1,Dus,12 pack,300 Set,531.25
K006,TW028,Thinwall 450 ml (R) DM @500pcs/Dus,,1,Dus,,500pcs,"391554"
K006,TW030,Thinwall Round 300 ml @ 500 set / Dus,,1,Dus,20 pack,500 Set,357.5
K006,TW031,Thinwall Round 450 ml @ 500 set / Dus,,1,Dus,20 pack,500 Set,430.3
K006,TW035,Thinwall  Req Oval 600 Ml.Hitam 500 Pcs/ Dus,,1,Dus,,500 Pcs,724.5
K006,TW036,Thinwall  Req Oval 750 Ml.Hitam 500 Pcs/ Dus,,1,Dus,,500 Pcs,756
K006,TW037,Thinwall  Req Oval 1000 Ml.Hitam 500 Pcs/ Dus,,1,Dus,,500 Pcs,888.3
,,,,,,,,
K006,TW050,Thinwall Reg Thermoforming 500 ml @ 500 Set / Dus,,1,Dus,10 pack,500 Set,"557438"
K006,TW051,Thinwall Reg Thermoforming 650 ml @ 400 Set / Dus,,1,Dus,8 pack,400 Set,413.55
K006,TW052,Thinwall Reg Thermoforming 750 ml @ 400 Set / Dus,,1,Dus,8 pack,400 Set,"471219"
K006,TW053,Thinwall Reg Thermoforming 1000 ml @ 400 Set / Dus,,1,Dus,8 pack,400 Set,"471219"
,,,,,,,,
K006,TW060,Thinwall Vic Sq 350 ml @ 500 pcs / Dus,,1,Dus,,500 Pcs,"508625"
K006,TW061,Thinwall Vic Sq 500 ml @ 500 pcs / Dus,,1,Dus,,500 Pcs,"545063"
,,,,,,,,
K006,TW080,Thinwall Bowl Thermoforming 500 ml @ 400 Pcs / Dus,,1,Dus,8 pack,400 Set,344.5
K006,TW081,Thinwall Bowl Thermoforming 650 ml @ 400 Pcs / Dus,,1,Dus,8 pack,400 Pcs,"451936"
,,,,,,,,
K006,TW101,Thinwall Bowl 200 ml (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,250
K006,TW102,Thinwall Bowl 300 ml. Mdl Round (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,270
K006,TW103,Thinwall Bowl 300 ml. Mdl Flat (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,270
K006,TW104,Thinwall Bowl 400 ml. Mdl Round (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,300
K006,TW105,Thinwall Bowl 450 ml. Mdl Flat (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,315
K006,TW106,Thinwall Bowl 500 ml. Mdl Flat (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,335
K006,TW107,Thinwall Bowl 650 ml. Mdl Flat (Meiji) @450Pcs/Dus,,1,Dus,,450 Pcs,375
K006,TW108,Thinwall  Bowl 750 ml. Mdl Tall (Meiji) @300Pcs/Dus,,1,Dus,,300 Pcs,260
K006,TW109,Thinwall  Bowl 800 ml. Mdl Flat (Meiji) @450Pcs/Dus,,1,Dus,,450 Pcs,385
K006,TW110,Thinwall Bowl 1000 ml. Mdl Flat (Meiji) @450Pcs/Dus,,1,Dus,,450 Pcs,400
,,,,,,,,
K006,TW121,Thinwall Req 500 ml (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,440
K006,TW122,Thinwall Req 650 ml (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,460
K006,TW123,Thinwall Req 800 ml (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,480
K006,TW124,Thinwall Req 1000 ml (Meiji) @500Pcs/Dus,,1,Dus,,500 Pcs,515
,,,,,,,,
K006,TW131,Thinwall Square 1000 ml (Meiji) @150Pcs/Dus,,1,Dus,,150 Pcs,220
K006,TW132,Thinwall Square 1500 ml (Meiji) @150Pcs/Dus,,1,Dus,,150 Pcs,245
K006,TW133,Thinwall Square 2000 ml (Meiji) @150Pcs/Dus,,1,Dus,,150 Pcs,360
K006,TW134,Thinwall Square 3000 ml (Meiji) @150Pcs/Dus,,1,Dus,,150 Pcs,420
,,,,,,,,
K006,TW141,Thinwall Sekat 3 (Meiji) @150Pcs/Dus,,1,Dus,,150 Pcs,315
K006,TW142,Thinwall Sekat 4 (Meiji) @150Pcs/Dus,,1,Dus,,150 Pcs,325
K006,TW143,Thinwall Sauce 25 ml. Mdl Fliptop (Meiji) @1200Pcs/Dus,,1,Dus,,1200 Pcs,170
K006,TW144,Thinwall Sauce 50 ml. Mdl Fliptop (Meiji) @600Pcs/Dus,,1,Dus,,600 Pcs,160
K006,TW145,Thinwall Sauce 100 ml (Meiji) @600Pcs/Dus,,1,Dus,,600 Pcs,220
K006,TW146,Thinwall Sauce 150 ml (Meiji) @600Pcs/Dus,,1,Dus,,600 Pcs,250
K006,TW147,Thinwall Sauce 200 ml (Meiji) @600Pcs/Dus,,1,Dus,,600 Pcs,280
,,,,,,,,
K007,PL001,Paper Lunch Box ukuran : M @ 500 pcs/Dus,,1,Dus,5 pack,500 Pcs,585
K007,PL002,Paper Lunch Box ukuran : L  @ 500 pcs / Dus,,1,Dus,5 pack,500 pcs,656
K007,PL003,Paper Lunch Box sekat 4 @ 600 pcs / Dus,,1,Dus,6 pack,600 Pcs,"1585200"
K007,PL004,Food Pail 10 Polos @ 1.000 pcs / Dus,,1,Dus,20 Pack,1.000 pcs,"1074000"
K007,PL005,Paper Lunch Box Uk M @ 600 Pcs / Dus,,1,Dus,6 pack,600 Pcs,702
K007,PL006,Paper Lunch Box Uk L @ 600 Pcs / Dus,,1,Dus,6 pack,600 Pcs,787.2
K007,PL007,Paper Lunch Box Uk S @ 600 Pcs / Dus,,1,Dus,6 pack,600 Pcs,539.5
K007,PL008,Paper Lunch Box Uk S @ 1.000 Pcs / Dus,,1,Dus,,1.000 Pcs,962
K007,PT001,Paper Tray ukuran : M @ 500 Pcs / Dus,,1,Dus,10 pack,500 pcs,345
K007,PT002,Paper Tray ukuran : L @ 500 Pcs / Dus,,1,Dus,10 pack,500 pcs,381
K007,PT011,Paper Tray Kraft Ukuran : M @100 Pcs / Dus,,1,Pack,,100 Pcs,53.5
K007,PL010,Paper Lunch Box Kraft Uk S @ 100 Pcs / Pack,,1,Pack,1 Pack,100 Pcs,"70875"
K007,PL011,Paper Lunch Box Kraft Uk M @ 100 Pcs / Pack,,1,Pack,1 Pack,100 Pcs,79.2
K007,PL012,Paper Lunch Box Kraft Uk L @ 100 Pcs / Pack,,1,Pack,1 Pack,100 Pcs,86.25
K007,PL015,Paper Snack Box Kraft @ 100 Pcs / Pack,,1,Pack,1 Pack,100 Pcs,87.4
K007,PL016,"Paper Snack Box ""S"" Kraft @100Pcs/Pack",,1,Pack,1 Pack,100 Pcs,84.55
K007,PL020,Box Kraft Laminasi Uk.20x20x7.5cm. @500Pcs/Dus,,1,Dus,,,"15288"
K007,PL025,Paper Lunch Box Kraft Sq Uk S @1000 Pcs/Dus,,1,Dus,,1000 Pcs,728.75
K007,DP001,Dolly Paper 5.5 ( 140 mm ) @ 8 Pack / Dus,,1,Dus,8 Pack,,"215625"
,,,,,,,,
K007,FP001,Food Pail Kecil (8 x 6.5 x 8cm) @500 Pcs/Dus,,1,Dus,,500 Pcs,580
,,,,,,,,
K008,PH001,Plastik T Srikaya Putih Bening,,1,Ikat,5 pack,,"101852"
K008,PH002,Plastik HD 10 Pandu warna - Warni utk 1 Cup ( kresek ),,1,Ikat,5 pack,,"22536"
K008,PH003,Plastik HD 10 Pandu warna Putih Bening utk 2 Cup( kresek ),,1,Ikat,5 pack,,"22536"
K008,PK004,Plastik Klip 12 x 20 cm Pakai Bingkai @ 50 pcs / Pack,10 Pack,1,Pack,50 pcs,50 Pcs,"168781"
K008,PK002,Plastik Klip 14 x 22 cm Pakai Bingkai @ 50 pcs / Pack,10 Pack,1,Pack,50 pcs,50 Pcs,"218281"
K008,PK003,Plastik Klip 16 x 24 cm Pakai Bingkai @ 50 pcs / Pack,,1,Pack,50 pcs,50 Pcs,54.1
K008,PP001,Plastik OPP uk 5 x 25 cm @ 1.000 pcs / pack,,1,Pack,1000 pcs,1.000 Pcs,126
K008,PP002,Plastik Kopi Standing Pouch 16 x 23 cm ( Tipis ),,1,Ikat,25 pcs,25 Pcs,86.25
K008,PP003,Plastik Kopi Standing Pouch 16 x 23 cm ( Tebal ),,1,Ikat,25 pcs,25 Pcs,96.25
,,,,,,,,
K009,TG001,Tusuk Gigi Ion bgks kertas @ 25.000 Pcs / Dus,,1,Dus,50 pack,25.000 Pcs,690
,,,,,,,,
K010,PP09,Piring Plastik ukuran P6 IBC. @ 2.000 Pcs / Dus,,1,Dus,,2000 Pcs,399.6
K010,PP10,Piring Plastik ukuran P6. @ 1.000 Pcs / Dus,,1,Dus,20 pack,1.000 Pcs,228
K010,PP11,Piring Plastik ukuran P7 (Techno) @ 1.000 Pcs / Dus,,1,Dus,20 pack,1.000 Pcs,350
K010,PP12,Piring Plastik Uk P9 (Techno) @500 PCS/Dus warna putih,,1,Dus,,500 Pcs,350
K010,PP13,Piring Plastik Putih Uk P9 @500 Pcs/Dus,,1,Dus,,500 Pcs,346.8
,,,,,,,,
K010,MP7,Mangkok M7. @ 800 Pcs / Dus,,1,Dus,16 pack,800 Pcs,354
K010,MP8,Mangkok Set MB 100 @ 500 Pcs / Dus,,1,Dus,10 pack,500 Pcs,"629375"
K010,MP9,Mangkok Putih MK 7 B @ 1.000 Pcs / Dus,,1,Dus,20 pack,1.000 Pcs,542.9
K010,MP11,Mangkok M6 IBC. @ 2.000 Pcs / Dus,,1,Dus,40 Pack,2.000 Pcs,591.25
K010,MP12,Mangkok M7 IBC @ 1000 Pcs / Dus,,1,Dus,,1000 Pcs,399.6
K010,MP13,Mangkok MK 7 (Techno) @400pcs/dus,,1,Dus,,400 Pcs,160
K010,MP14,Mangkok MK 6 (Techno) @1000pcs/dus,,1,Dus,,1000 Pcs,296
,,,,,,,,
K010,TC02,Celemek Plastik @ 40 Pack / Dus. 25 Pcs / Pack,,1,Dus,40 Pack,1.000 Pcs,"2288000"
,,,,,,,,
K011,PLT04,Pump Lotion 24/410. Putih @ 1.040 Pcs / Dus ( BR250 ),,,,,1.040 Pcs,
K011,PLT05,Pump Lotion 28/410. Putih ( HS 500 ),,,,,,"4582"
K011,PLT07,Press Cap 24/410. Natural ( 100 & 250 ml ),,,,,,"1035"
K011,PLT08,Pump Lotion 24/410. Putih (100 & 250 ml ) ,,,,,,"4125"
K011,SP010,Sprayer 18/410. Hitam Natural ( 27 & 60 ml ),,1500,Pcs,,1500 Pcs,"1251"
K011,SP012,Sprayer 18/410. Hijau ( 27 & 60 ml),,5932,Pcs,,5932 Pcs,"2266"
K011,SP013,Sprayer 24/410. Natural / Orange ( 100 & 250 ml ),,,,,,
K011,SP014,Sprayer 24/410. Warna Putih ( 100 & 250 ml ),,1,Pcs,,12000,"1464"
K011,SP015,Sprayer 18/410. Warna Putih ( 27 & 60 ml ),,1,Pcs,,,
,,,,,,,,
K007,PB005,Paper Bowl Plain 800 ml @ 500 Pcs / Dus ( Yess 248 ),,1,Dus,,500 Pcs,603
K007,TP005,Lid Paper Bowl 800 ml @ 1.000 Pcs / Dus ( Yess 248 ),,1,Dus,,1.000 pcs,709.2
K007,TP006,Inner Paper Bowl Polos 800 ml @ 1.000 Pcs / Dus ( Yess 248 ),,1,Dus,,1.000 pcs,678
,,,,,,,,
K013,SCP01,Seal Cup Polos 500 M @ 6 Rol / Dus,,1,Dus,,210.000 / Roll,"1222000"
K013,SCP03,Seal Cup Pop Ice Polos 1.400 Cup @ 12 Roll / Dus,,1,Dus,,,785.2
K013,SCP04,Seal Cup Pop Ice Motif Buah 1.200,,1,Dus,,,685.1
K013,SCP05,Seal Polos Sensor uk. 1200 Cup (1 dus = 12 Roll),,1,Dus,,12 Roll,685.1
K013,SCP06,Seal Cup Polos Uk 250 M @12 roll/Dus,,1,Dus,,12 Roll,"1230000"
K013,SCP07,Seal Cup Bermotif 1.400 @ Roll / Dus,,1,Dus,,12 Roll,785.2
K013,SCP08,Seal Jar (87 mm) @100/pack,,1,Dus,,25 Pack,65
,,,,,,,,
K014,TPS01,Toples Persegi Empat (PS 318 )  @ 12 Pcs / Dus,,1,Dus,,12 Pcs,72
K014,TPS02,Toples Bulat Besar ( PS 988 )  @ 12 Pcs / Dus,,1,Dus,,12 Pcs,78.75
K014,TPS03,Toples Bulat Kecil ( PS 317 ) @ 12 Pcs / Dus,,1,Dus,,12 Pcs,65
K014,TPS04,Toples Tabung Kecil ( PS 319 ) @ 12 Pcs / Dus,,1,Dus,,12 Pcs,"61875"
K014,TPS05,Toples Persegi Panjang (398 ) @ 12 Pcs / Dus,,1,Dus,,12 Pcs,72
K014,TPS06,Toples Drat PET 800 ml @ 12 Pcs / Dus,,1,Dus,,12 Pcs,71.28
K014,TPS07,Toples Drat PET 900 ml @12 / Dus,,1,Dus,,12 pcs,72.6
K014,TPS08,Toples Ketupat 500 ml @12 / Dus,,1,Dus,,12 pcs,74.1
K014,TPS09,Toples Persegi Panjang (SPR 3311) @ 12 Pcs / Dus  [1 4 X 7 X 7],,1,Dus,,12pcs,73.5
K014,TPS10,Toples Sekat 2 (SPR 6618)  @ 12 Pcs / Dus  [17.7 X 7.7 X 5],,1,Dus,,12pcs,76.2
K014,TPS11,Toples Sekat 3 (SPR 7738) @ 12 Pcs / Dus [19.2 X 10.3 X 5],,1,Dus,,12pcs,96.7
,,,,,,,,
K013,LB001,Lakban trans  45x90x43 (Hijau) @72 Roll/Dus,,1,Dus,,72 Roll,544.32
K013,LB002,Lakban trans  45x90x45 (Merah) @72 Roll/Dus,,1,Dus,,72 Roll,540
K013,LB005,Lakban Trans Matstone 45x90x45 @72 Roll/Dus,,1,Dus,,72 Roll,540
K013,LB007,Lakban Fragile 48x50x45 @72 Roll/Dus,,1,Dus,,72 Roll,"558691"
K013,LB008,Lakban Matstone(Coklat)45x90x45 @72 Roll/Dus,,1,Dus,,72 Roll,540
,,,,,,,,
K013,IS001,Isolasi Taruna 1 Inch x 65 yard @144 Roll/Dus,,1,dus,,144 Roll,384.3
K013,IS002,Isolasi Taruna 1/2 Inch x 65 yard @288 Roll/Dus,,1,dus,,288 roll,384.3
K013,IS003,Isolasi Matstone 1/2 Inch x 72 yard @288 Pcs/dus,,1,dus,,288 Pcs,450
K013,IS004,Isolasi Matstone 1 Inch x 72 yard @144 Pcs/dus,,1,dus,,144 Pcs,100
